Construction Type,New Construction,Elevator,Floors In The Building,Floor Area,Number Of Rooms,Number Of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Children Are Welcome,Pets Allowed,Utility Payments,Duration,Date (Year),Date (Month),Date (Day),Amenities (Status),Appliances (Status),Parking (Status),Price (Usd/Month),Address (Street Types),Address (City/Town)
Stone,No,No,5.0,36.0,1.0,1.0,3.0,4.0,Open Balcony,Available,Euro Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Komitas Avenue,Yerevan
Monolith,Yes,Yes,16.0,80.0,3.0,2.0,3.0,15.0,Not Available,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1105.0,Leo Street,Yerevan
Stone,No,No,5.0,50.0,1.0,1.0,3.0,1.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Aram Khachatryan Street,Yerevan
Stone,No,No,5.0,70.0,3.0,1.0,2.0,2.0,Open Balcony,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,800.0,Vardanants Street,Yerevan
Stone,No,No,4.0,60.0,2.0,1.0,3.0,4.0,Open Balcony,Available,Partial Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,650.0,Tigran Mets Avenue,Yerevan
Stone,No,No,5.0,60.0,2.0,2.0,3.0,3.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,728.0,Garegin Nzhdeh Street,Yerevan
Monolith,Yes,Yes,10.0,71.0,2.0,1.0,2.0,6.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Tsarav Aghbyur Street,Yerevan
Panels,No,Yes,9.0,46.0,2.0,1.0,2.0,2.0,Closed Balcony,Available,Major Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,250000.0,Gai Avenue,Yerevan
Stone,No,No,4.0,104.0,3.0,1.0,3.0,4.0,Not Available,Available,Major Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1014.0,Mesrop Mashtots Avenue,Yerevan
Stone,No,No,5.0,70.0,3.0,1.0,2.0,1.0,Closed Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Halabyan Street,Yerevan
Monolith,Yes,Yes,14.0,76.0,3.0,1.0,3.0,8.0,Multiple Balconies,Available,Euro Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Sisakyan Street,Yerevan
Panels,No,No,5.0,40.0,1.0,1.0,2.0,2.0,Open Balcony,Available,Euro Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,728.0,Shinararner Street,Yerevan
Monolith,Yes,Yes,14.0,50.0,2.0,1.0,3.0,11.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,832.0,Shinararner Street,Yerevan
Stone,No,No,4.0,60.0,2.0,1.0,2.0,2.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,728.0,Halabyan Street,Yerevan
Monolith,Yes,Yes,14.0,50.0,2.0,1.0,3.0,11.0,Open Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,910.0,Sebastia Street,Yerevan
Stone,No,No,4.0,40.0,1.0,1.0,2.0,4.0,Open Balcony,Available,Euro Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,728.0,Halabyan Street,Yerevan
Monolith,Yes,Yes,14.0,50.0,2.0,1.0,3.0,11.0,Open Balcony,Available,Designer Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,910.0,Fuchik Street,Yerevan
Stone,No,No,5.0,75.0,3.0,1.0,2.0,5.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,910.0,Rubiniants Street,Yerevan
Panels,No,Yes,16.0,55.0,2.0,1.0,2.0,7.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,910.0,Amiryan Street,Yerevan
Stone,No,No,5.0,110.0,4.0,1.0,2.0,2.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Arabkir Street,Yerevan
Stone,No,No,5.0,50.0,2.0,1.0,3.0,3.0,Open Balcony,Available,Designer Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,871.0,Abovyan Street,Yerevan
Monolith,No,No,4.0,32.0,1.0,1.0,2.0,2.0,Open Balcony,Available,Designer Renovation,12.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Kanakerzeytun,Yerevan
Monolith,Yes,Yes,8.0,47.0,2.0,1.0,3.0,3.0,Open Balcony,Available,Major Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1014.0,Adonts Street,Yerevan
Stone,No,No,5.0,77.0,3.0,1.0,2.0,1.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Nor Nork,Yerevan
Monolith,Yes,Yes,18.0,47.0,2.0,1.0,2.0,2.0,Not Available,Available,Major Renovation,10.0,10.0,11.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2000.0,Yeznik Koghbatsi Street,Yerevan
Monolith,Yes,Yes,14.0,100.0,3.0,2.0,3.0,2.0,Multiple Balconies,Not Furnitured,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,832.0,Tsarav Aghbyur Street,Yerevan
Panels,No,Yes,9.0,90.0,3.0,1.0,2.0,7.0,Not Available,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1000.0,Sayat Nova Avenue,Yerevan
Panels,No,Yes,14.0,78.0,3.0,1.0,2.0,5.0,Closed Balcony,Available,Major Renovation,11.0,10.0,10.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,890.0,Hin Yerevantsu Street,Yerevan
Stone,No,Yes,6.0,42.0,2.0,1.0,2.0,3.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1027.0,Kasyan Street,Yerevan
Stone,No,No,5.0,36.0,1.0,1.0,3.0,3.0,Open Balcony,Available,Cosmetic Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Hrachya Nersisyan Street,Yerevan
Stone,No,No,5.0,50.0,2.0,1.0,2.0,3.0,Open Balcony,Available,Major Renovation,11.0,10.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Komitas Avenue,Yerevan
Monolith,Yes,Yes,14.0,144.0,3.0,2.0,3.0,14.0,Multiple Balconies,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,3000.0,Malatiasebastia,Yerevan
Stone,No,No,5.0,70.0,2.0,1.0,3.0,3.0,Not Available,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1000.0,Sayat Nova Avenue,Yerevan
Panels,No,Yes,14.0,96.0,3.0,1.0,2.0,9.0,Closed Balcony,Available,Major Renovation,11.0,11.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,988.0,Davtashen Street,Yerevan
Panels,No,Yes,10.0,90.0,3.0,1.0,2.0,8.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1500.0,Sayat Nova Avenue,Yerevan
Stone,No,Yes,5.0,90.0,3.0,1.0,3.0,4.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1500.0,Hanrapetutyan Street,Yerevan
Panels,No,Yes,9.0,85.0,3.0,1.0,2.0,1.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1500.0,Hrachya Kochar Street,Yerevan
Panels,No,Yes,16.0,80.0,3.0,2.0,2.0,15.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Avet Avetisyan Street,Yerevan
Stone,No,No,5.0,90.0,2.0,1.0,3.0,3.0,Open Balcony,Available,Major Renovation,11.0,12.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1200.0,Charents Street,Yerevan
Panels,No,Yes,11.0,50.0,2.0,1.0,2.0,7.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Tumanyan Street,Yerevan
Monolith,Yes,Yes,15.0,40.0,2.0,1.0,3.0,15.0,Open Balcony,Available,Euro Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Argishti Street,Yerevan
Panels,No,Yes,9.0,55.0,3.0,1.0,2.0,4.0,Closed Balcony,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,520.0,Malatiasebastia,Yerevan
Stone,Yes,Yes,12.0,96.0,2.0,1.0,2.0,4.0,Open Balcony,Available,Major Renovation,11.0,10.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,31.2,Marshal Baghramyan Avenue,Yerevan
Stone,Yes,Yes,10.0,50.0,1.0,1.0,2.0,9.0,Open Balcony,Available,Cosmetic Renovation,10.0,10.0,12.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,910.0,Argishti Street,Yerevan
Monolith,No,No,14.0,58.0,2.0,1.0,2.0,5.0,Not Available,Available,Cosmetic Renovation,11.0,10.0,12.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,910.0,Mesrop Mashtots Avenue,Yerevan
Panels,No,Yes,10.0,27.0,1.0,1.0,2.0,5.0,Not Available,Available,Cosmetic Renovation,11.0,10.0,12.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,715.0,Davit Anhaght Street,Yerevan
Stone,Yes,No,4.0,40.0,1.0,1.0,3.0,2.0,Open Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Gevorg Dzhahukyan Street,Yerevan
Stone,No,No,4.0,44.0,2.0,1.0,2.0,1.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,650.0,Halabyan Street,Yerevan
Stone,No,No,5.0,48.0,1.0,1.0,3.0,3.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,676.0,Komitas Avenue,Yerevan
Monolith,Yes,Yes,9.0,130.0,3.0,2.0,3.0,4.0,Open Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1750.0,Buzand,Yerevan
Monolith,Yes,Yes,14.0,60.0,2.0,1.0,2.0,12.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1014.0,Mamikonyants Street,Yerevan
Stone,No,Yes,6.0,50.0,1.0,1.0,2.0,5.0,Not Available,Not Furnitured,Major Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,390.0,Araratyan Street,Yerevan
Panels,No,Yes,9.0,50.0,2.0,1.0,2.0,9.0,Not Available,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Aram Khachatryan Street,Yerevan
Stone,No,No,5.0,90.0,3.0,1.0,2.0,2.0,Multiple Balconies,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,520.0,Azatutyan Avenue,Yerevan
Monolith,Yes,Yes,15.0,73.0,2.0,1.0,3.0,14.0,Open Balcony,Available,Euro Renovation,11.0,10.0,11.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1560.0,Komitas Avenue,Yerevan
Monolith,Yes,Yes,10.0,62.0,3.0,1.0,3.0,7.0,Open Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Orbeli Brothers Street,Yerevan
Monolith,Yes,Yes,15.0,190.0,4.0,3.0,3.0,4.0,Multiple Balconies,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,3300.0,Dzorapi Street,Yerevan
Monolith,Yes,Yes,14.0,110.0,3.0,1.0,3.0,7.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1560.0,Tsarav Aghbyur Street,Yerevan
Stone,No,No,5.0,50.0,2.0,1.0,2.0,2.0,Not Available,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Mkhitar Heratsi Street,Yerevan
Panels,No,Yes,14.0,95.0,3.0,1.0,2.0,2.0,Closed Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1170.0,Davtashen Street,Yerevan
Stone,Yes,No,3.0,41.0,2.0,1.0,3.0,2.0,Not Available,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Nardos Street,Yerevan
Stone,Yes,Yes,7.0,107.0,3.0,1.0,2.0,3.0,Open Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1450.0,Verin Antarayin Street,Yerevan
Monolith,Yes,Yes,11.0,400.0,5.0,3.0,3.0,7.0,Open Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2000.0,Northern Avenue,Yerevan
Monolith,Yes,Yes,8.0,67.0,3.0,2.0,3.0,3.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1600.0,Nikoghayos Adonts Street,Yerevan
Stone,No,No,5.0,80.0,3.0,1.0,2.0,1.0,Not Available,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2340.0,Mesrop Mashtots Avenue,Yerevan
Monolith,Yes,Yes,13.0,71.0,2.0,1.0,3.0,6.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Tsarav Aghbyur Street,Yerevan
Monolith,Yes,Yes,16.0,67.0,3.0,1.0,3.0,9.0,Multiple Balconies,Available,Cosmetic Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1500.0,Argishti Street,Yerevan
Stone,No,No,5.0,95.0,3.0,1.0,3.0,4.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2200.0,Moskovyan Street,Yerevan
Monolith,Yes,Yes,14.0,125.0,3.0,2.0,3.0,10.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2000.0,Tsitsernakaberd Highway,Yerevan
Panels,No,Yes,9.0,75.0,2.0,1.0,2.0,2.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Viktor Hambardzumyan Street,Yerevan
Stone,No,No,5.0,90.0,3.0,1.0,2.0,5.0,Open Balcony,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Ghapantsian Street,Yerevan
Monolith,Yes,Yes,14.0,51.0,2.0,1.0,3.0,2.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Kentronakan Street,Yerevan
Stone,No,No,5.0,35.0,2.0,1.0,3.0,2.0,Open Balcony,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,988.0,Nairi Zaryan Street,Yerevan
Stone,No,No,5.0,113.0,4.0,2.0,3.0,3.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2080.0,Hanrapetutyan Street,Yerevan
Stone,No,No,4.0,111.0,4.0,2.0,3.0,3.0,Open Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2080.0,Hanrapetutyan Street,Yerevan
Monolith,Yes,Yes,16.0,75.0,3.0,1.0,3.0,3.0,Open Balcony,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2600.0,Griboyedov Street,Yerevan
Stone,No,No,5.0,135.0,4.0,2.0,2.0,4.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2500.0,Tumanyan Street,Yerevan
Stone,Yes,Yes,13.0,40.0,2.0,1.0,2.0,3.0,Not Available,Available,Major Renovation,11.0,10.0,11.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,545.0,Pavstos Buzand Street,Yerevan
Stone,No,Yes,8.0,32.0,1.0,1.0,2.0,3.0,Not Available,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,390.0,Moldovakan Street,Yerevan
Stone,No,No,5.0,45.0,1.0,1.0,3.0,2.0,Open Balcony,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,700.0,Kentronakan Street,Yerevan
Monolith,Yes,Yes,14.0,90.0,2.0,2.0,3.0,8.0,Open Balcony,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1000.0,Kentronakan Street,Yerevan
Panels,No,Yes,10.0,55.0,2.0,1.0,2.0,10.0,Not Available,Available,Designer Renovation,11.0,11.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,910.0,Tumanyan Street,Yerevan
Panels,No,Yes,9.0,55.0,2.0,1.0,2.0,1.0,Not Available,Available,Euro Renovation,11.0,11.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,520.0,Shengavit,Yerevan
Stone,No,No,4.0,32.0,2.0,1.0,2.0,3.0,Not Available,Available,Euro Renovation,11.0,11.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,494.0,Qanaqer Street,Yerevan
Stone,No,No,5.0,33.0,1.0,1.0,2.0,3.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,494.0,Hrachya Kochar Street,Yerevan
Monolith,Yes,Yes,14.0,55.0,2.0,1.0,2.0,3.0,Open Balcony,Available,Designer Renovation,10.0,10.0,12.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,715.0,Argishti Street,Yerevan
Monolith,Yes,Yes,15.0,76.0,2.0,2.0,3.0,5.0,Open Balcony,Available,Designer Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Orbeli Brothers Street,Yerevan
Monolith,Yes,Yes,15.0,70.0,2.0,2.0,3.0,14.0,Open Balcony,Available,Designer Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1300.0,Orbeli Brothers Street,Yerevan
Stone,No,No,5.0,70.0,3.0,2.0,3.0,2.0,Open Balcony,Available,Designer Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2200.0,Hakob Hakobyan Street,Yerevan
Monolith,Yes,Yes,5.0,50.0,2.0,1.0,3.0,2.0,Not Available,Available,Euro Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1200.0,Yerznkian Street,Yerevan
Stone,No,Yes,6.0,63.0,2.0,1.0,2.0,4.0,Not Available,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Komitas Avenue,Yerevan
Stone,No,Yes,4.0,77.0,3.0,1.0,3.0,4.0,Not Available,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2000.0,Komitas Avenue,Yerevan
Monolith,Yes,Yes,12.0,120.0,3.0,2.0,3.0,9.0,Multiple Balconies,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2500.0,Arabkir Street,Yerevan
Monolith,Yes,Yes,19.0,97.0,3.0,1.0,3.0,14.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1820.0,Hrachya Nersisyan Street,Yerevan
Monolith,Yes,Yes,13.0,100.0,3.0,1.0,3.0,9.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1560.0,Arabkir Street,Yerevan
Monolith,Yes,Yes,17.0,50.0,2.0,1.0,2.0,4.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1170.0,Komitas Avenue,Yerevan
Monolith,Yes,Yes,9.0,220.0,5.0,2.0,3.0,7.0,Multiple Balconies,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2500.0,Lvovyan Street,Yerevan
Monolith,Yes,Yes,16.0,170.0,4.0,2.0,2.0,7.0,Multiple Balconies,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,3500.0,Vardanants Street,Yerevan
Monolith,Yes,Yes,18.0,100.0,2.0,2.0,3.0,7.0,Multiple Balconies,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2000.0,Arabkir Street,Yerevan
Stone,Yes,No,4.0,94.0,3.0,2.0,2.0,4.0,Open Balcony,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2000.0,Ajapnyak,Yerevan
Monolith,Yes,Yes,4.0,40.0,2.0,1.0,2.0,4.0,Open Balcony,By Agreement,Designer Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1450.0,Yeznik Koghbatsi Street,Yerevan
Monolith,Yes,Yes,8.0,110.0,3.0,2.0,3.0,3.0,Open Balcony,Available,Designer Renovation,11.0,10.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1700.0,Nikoghayos Adonts Street,Yerevan
Monolith,Yes,Yes,10.0,62.0,3.0,1.0,3.0,7.0,Multiple Balconies,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1500.0,Orbeli Brothers Street,Yerevan
Monolith,Yes,Yes,9.0,107.0,3.0,2.0,2.0,6.0,Open Balcony,Available,Major Renovation,10.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1820.0,Nikoghayos Adonts Street,Yerevan
Monolith,Yes,Yes,4.0,160.0,4.0,2.0,3.0,4.0,Multiple Balconies,Available,Designer Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2000.0,Garegin Hovsepyan Street,Yerevan
Monolith,Yes,Yes,15.0,102.0,3.0,2.0,3.0,8.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2000.0,Byuzand Street,Yerevan
Stone,Yes,Yes,16.0,82.0,3.0,1.0,3.0,16.0,Multiple Balconies,Available,Designer Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2400.0,Byuzand Street,Yerevan
Panels,No,Yes,11.0,43.0,2.0,1.0,3.0,11.0,Closed Balcony,Available,Cosmetic Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,520.0,Tsaturyan Street,Yerevan
Monolith,Yes,Yes,15.0,112.0,3.0,2.0,3.0,14.0,Open Balcony,Available,Designer Renovation,11.0,10.0,12.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,2500.0,Verin Antarayin Street,Yerevan
Stone,No,Yes,14.0,75.0,2.0,1.0,3.0,8.0,Closed Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,546.0,Tigran Mets Avenue,Yerevan
Monolith,Yes,Yes,17.0,57.0,2.0,1.0,3.0,12.0,Open Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1430.0,Aram Street,Yerevan
Monolith,Yes,Yes,15.0,40.0,2.0,1.0,3.0,13.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1040.0,Argishti Street,Yerevan
Monolith,No,Yes,16.0,70.0,3.0,1.0,2.0,6.0,Not Available,Available,Euro Renovation,11.0,10.0,12.0,Daily,2022,12,15,Not Specified,Not Specified,Not Specified,663.0,Narekatsi District,Yerevan
Stone,No,No,5.0,65.0,3.0,1.0,2.0,1.0,Open Balcony,Available,Euro Renovation,12.0,12.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,936.0,Mantashyan Street,Yerevan
Panels,No,Yes,9.0,75.0,3.0,1.0,2.0,3.0,Open Balcony,Available,Euro Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Avan Street,Yerevan
Stone,Yes,No,1.0,75.0,3.0,1.0,2.0,1.0,Not Available,Available,Major Renovation,11.0,12.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,780.0,Nor Nork,Yerevan
Monolith,Yes,Yes,16.0,105.0,3.0,1.0,3.0,12.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1000.0,Mamikonyants Street,Yerevan
Monolith,Yes,Yes,10.0,75.0,3.0,1.0,3.0,1.0,Closed Balcony,Available,Major Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1200.0,Arabkir Street,Yerevan
Panels,No,Yes,9.0,67.0,2.0,1.0,2.0,1.0,Closed Balcony,Available,Euro Renovation,11.0,11.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1000.0,Mamikonyants Street,Yerevan
Monolith,Yes,Yes,15.0,61.0,2.0,1.0,3.0,3.0,Open Balcony,Available,Major Renovation,11.0,10.0,10.0,Monthly,2022,12,15,Not Specified,Not Specified,Not Specified,1100.0,Nairi Zaryan Street,Yerevan
